Tabela/View;Campo;Propriedade;Português do Brasil (Nativo);Espanhol
E674CEX;CODESP;2;Espécie;Especies
E674CEX;CODESP;3;Código da espécie do bem;Buen código de especies.
E674CEX;COMEXA;1;Competência;Competencia
E674CEX;COMEXA;2;Competência;Competencia
E674CEX;COMEXA;3;Competência para exaustão no ano base;Competencia por agotamiento en el año base
E674CEX;TAXIOF;1;Taxa Exaustão Ofic.;Tasa Oficial de Agotamiento.
E674CEX;TAXIOF;2;Taxa Exaustão Oficial;Tarifa de agotamiento oficial
E674CEX;TAXIOF;3;Taxa mensal de exaustão em índice oficial;Tasa de agotamiento mensual en índice oficial
E674CEX;TAXIOG;1;Taxa Exaustão. Ger.;Tarifa de agotamiento. Gen.
E674CEX;TAXIOG;2;Taxa Exaustão Gerencial;Tasa de agotamiento gerencial
E674CEX;TAXIOG;3;Taxa mensal de exaustão em índice gerencial;Tasa de agotamiento mensual en el índice de gestión
E674CON;CODCCU;1;CC;CC
E674CON;CODCCU;2;Centro Custos;Centro de costos
E674CON;CODCCU;3;Código do Centro de Custos do Patrimônio;Código del centro de costos del activo
E674CON;CODEMP;1;Empresa;Empresa
E674CON;CODEMP;2;Empresa;Empresa
E674CON;CODEMP;3;Código da Empresa;Codigo de compañia
E674CON;CODESP;1;Esp.;Esp.
E674CON;CODESP;2;Espécie;Especies
E674CON;CODESP;3;Código da espécie do bem;Buen código de especies.
E674CON;CODTNS;1;Trans.;Trans.
E674CON;CODTNS;2;Transação;Transacción
E674CON;CODTNS;3;Código da Transação;Codigo de transacción
E674CON;CTARCR;1;Cta. Cred.;Cta. Cred.
E674CON;CTARCR;2;Conta Credora;Cuenta de acreedor
E674CON;CTARCR;3;Conta Contábil Credora;Cuenta contable del acreedor
E674CON;CTARED;1;Cta. Deved.;Cta. Deved.
E674CON;CTARED;2;Conta Devedora;Cuenta Deudora
E674CON;CTARED;3;Conta Contábil Devedora;Cuenta contable del deudor
E674CON;DATVAL;1;Data Val. Ini.;Fecha de inicio.
E674CON;DATVAL;2;Data Validade Inicial;Fecha de validez inicial
E674CON;DATVAL;3;Data de Validade Inicial;Fecha de vencimiento inicial
E674ESP;ABRESP;1;Abrev.;Abreviatura.
E674ESP;ABRESP;2;Abreviatura;Abreviatura
E674ESP;ABRESP;3;Abreviatura da Descrição da Espécie;Especie Descripción Abreviatura
E674ESP;CALMNT;1;Consite Manut.;Mantenimiento del sitio.
E674ESP;CALMNT;2;Consiste Manutenção;Consta de Mantenimiento
E674ESP;CALMNT;3;Indica se a espécie irá consistir os bens em manutenção no cálculo de desvalorização;Indica si el tipo consistirá en activos en mantenimiento en el cálculo de devaluación.
E674ESP;CCUDST;1;CC Dest. Depr.;CC Dest. Dep.
E674ESP;CCUDST;2;C. Custos Destino Depreciação;C. Depreciación de los Costos de Destino
E674ESP;CCUDST;3;Centro de Custos destino da depreciação do mês;Centro de Costo Destino de la depreciación del mes
E674ESP;CODCCU;1;CC;CC
E674ESP;CODCCU;2;Centro Custos;Centro de costos
E674ESP;CODCCU;3;Código do centro de custos;Código del centro de costos
E674ESP;CODEMP;1;Empresa;Empresa
E674ESP;CODEMP;2;Empresa;Empresa
E674ESP;CODEMP;3;Código da empresa;Codigo de compañia
E674ESP;CODESP;1;Esp.;Esp.
E674ESP;CODESP;2;Espécie;Especies
E674ESP;CODESP;3;Código da espécie do bem;Buen código de especies.
E674ESP;CODMOT;1;Mot.;Agudeza.
E674ESP;CODMOT;2;Motivo;Razón
E674ESP;CODMOT;3;Código do motivo da observação ou situação da espécie;Código del motivo de la observación o estado de la especie
E674ESP;CORDPR;1;Calc. Cor. Monet.;Calc. Color. Monet.
E674ESP;CORDPR;2;Calc. Correção Monetária;Calc. Corrección monetaria
E674ESP;CORDPR;3;Calcular correção monetária na depreciação;Calcular la corrección monetaria en la depreciación.
E674ESP;CSTCOF;1;CST Créd. COFINS;Crédito CST. COFINES
E674ESP;CSTCOF;2;Sit. Trib. Crédito COFINS;Sentarse. tribu. Crédito COFINS
E674ESP;CSTCOF;3;Código da situação tributária de COFINS para crédito nas movimentações;Código de estado fiscal COFINS para crédito en transacciones
E674ESP;CSTPIS;1;CST Créd. PIS;Crédito CST. PIS
E674ESP;CSTPIS;2;Sit. Trib. Crédito PIS;Sentarse. tribu. Crédito PIS
E674ESP;CSTPIS;3;Código da situação tributária de PIS para crédito nas movimentações;Código de estado fiscal PIS para crédito en transacciones
E674ESP;CTAFCR;1;Cta. Ctb. 4;Cta. CTB. 4
E674ESP;CTAFCR;2;Conta Contábil - 4;Cuenta contable - 4
E674ESP;CTAFCR;3;Conta contábil reduzida - 4;Cuenta contable reducida - 4
E674ESP;CTAFDV;1;Cta. Ctb. 3;Cta. CTB. 3
E674ESP;CTAFDV;2;Conta Contábil - 3;Cuenta contable - 3
E674ESP;CTAFDV;3;Conta contábil reduzida - 3;Cuenta contable reducida - 3
E674ESP;CTARCR;1;Cta. Ctb. 2;Cta. CTB. dos
E674ESP;CTARCR;2;Conta Contábil - 2;Cuenta contable - 2
E674ESP;CTARCR;3;Conta contábil reduzida - 2;Cuenta contable reducida - 2
E674ESP;CTARED;1;Cta. Ctb. 1;Cta. CTB. 1
E674ESP;CTARED;2;Conta Contábil - 1;Cuenta contable - 1
E674ESP;CTARED;3;Conta contábil reduzida - 1;Cuenta contable reducida - 1
E674ESP;CTATAD;1;Cta. Ctb. 5;Cta. CTB. 5
E674ESP;CTATAD;2;Conta Contábil - 5;Cuenta contable - 5
E674ESP;CTATAD;3;Conta contábil reduzida - 5;Cuenta contable reducida - 5
E674ESP;CTATCO;1;Cta. Ctb. 6;Cta. CTB. 6
E674ESP;CTATCO;2;Conta Contábil - 6;Cuenta contable - 6
E674ESP;CTATCO;3;Conta contábil reduzida - 6;Cuenta contable reducida - 6
E674ESP;CTATFI;1;Cta. Ctb. 7;Cta. CTB. 7
E674ESP;CTATFI;2;Conta Contábil - 7;Cuenta contable - 7
E674ESP;CTATFI;3;Conta contábil reduzida - 7;Cuenta contable reducida - 7
E674ESP;DESESP;1;Descr.;Descripción
E674ESP;DESESP;2;Descrição;Descripción
E674ESP;DESESP;3;Descrição da Espécie;Descripción de la especie
E674ESP;DPRGER;1;Depr. Ref. Gerencial;Dep. Árbitro. Gerencial
E674ESP;DPRGER;2;Depr. Referência Gerencial;Dep. Referencia de gestión
E674ESP;DPRGER;3;Depreciação de referência para cálculo da depreciação gerencial;Depreciación de referencia para calcular la depreciación gerencial.
E674ESP;DPRREC;1;Depr. Ref. Recuperação;Dep. Árbitro. Recuperación
E674ESP;DPRREC;2;Depr. Referência Recuperação;Dep. Recuperación de referencia
E674ESP;DPRREC;3;Depreciação de referência para recuperação de PIS, COFINS e CSLL;Depreciación de referencia para recuperación de PIS, COFINS y CSLL
E674ESP;DPRRIA;1;Depr. Rec. s/ aceleração;Dep. Rec. sin aceleración
E674ESP;DPRRIA;2;Depr. Recuperação s/ aceleração;Dep. Recuperación sin aceleración
E674ESP;DPRRIA;3;Indicativo se considera depreciação sem aceleração na base de cálculo do Pis/Cofins e CSLL;Indicativo si se considera la depreciación sin aceleración en la base de cálculo de Pis/Cofins y CSLL
E674ESP;GRUBEM;1;Grupo de Bens;Grupo de bienes
E674ESP;GRUBEM;2;Grupo de Bens;Grupo de bienes
E674ESP;GRUBEM;3;Identificação do grupo de bens do ativo imobilizado;Identificación del grupo de activos fijos
E674ESP;INDACC;1;Forma Rat. Acréscimo;Forma de rata. Suma
E674ESP;INDACC;2;Forma Rateio Acréscimo;Formulario de prorrateo de acumulación
E674ESP;INDACC;3;Indicativo da forma de rateio para o bem acréscimo;Indicativo del método de reparto del activo incrementado
E674ESP;INDCCE;1;Exige CC Exec.;Requiere CC Exec.
E674ESP;INDCCE;2;Exige C.Custos Executante;Requiere Ejecutor C.Costos
E674ESP;INDCCE;3;Indica a obrigatoriedade de centro de custos executante para tipo de contas em andamento;Indica el centro de costo obligatorio para el tipo de cuentas en curso
E674ESP;INDCCU;1;Exige CC;Requiere CC
E674ESP;INDCCU;2;Exige Centro Custos;Requiere centro de costos
E674ESP;INDCCU;3;Indica a obrigatoriedade de centro de custos no bem;Indica el centro de costo obligatorio en el activo.
E674ESP;INDDCU;1;Usa Depr. Custos;Utilice depr. Costos
E674ESP;INDDCU;2;Usa Depreciação Custos;Utiliza costos de depreciación
E674ESP;INDDCU;3;Indicador de utilização de depreciação para custos;Indicador de utilización de depreciación para costos.
E674ESP;INDEXP;1;Ind. Exp.;Exp. Ind.
E674ESP;INDEXP;2;Indicativo Exportação;Indicador de exportación
E674ESP;INDEXP;3;Indicativo se o registro foi alterado para exportar para o palm;Indicativo si se cambió el registro para exportar a la palma
E674ESP;INDPLB;1;Permite Plaqueta em Branco;Permite placa en blanco
E674ESP;INDPLB;2;Permite Plaqueta em Branco;Permite placa en blanco
E674ESP;INDPLB;3;Indicativo se permite plaqueta em branco;Indicador si se permite una placa de identificación en blanco
E674ESP;INDTXD;1;Utiliza. Desv.;Usos. Desarrollo.
E674ESP;INDTXD;2;Utiliza Desvalorização;Utiliza la devaluación
E674ESP;INDTXD;3;Indicador de utilização cálculo de desvalorização;Cálculo de depreciación del indicador de uso.
E674ESP;INTMNT;1;Int. Manut.;En t. Mantenimiento
E674ESP;INTMNT;2;Integração Manutenção;Integración de mantenimiento
E674ESP;INTMNT;3;Indica se a espécie será integrada com a gestão de manutenção;Indica si la especie se integrará con la gestión de mantenimiento.
E674ESP;OBSMOT;1;Obs. Mot.;Nota Mot.
E674ESP;OBSMOT;2;Observação Motivo;Nota Motivo
E674ESP;OBSMOT;3;Observação do motivo da situação da espécie;Observación del motivo de la situación de la especie.
E674ESP;PERARR;1;Perc. Vlr. Arr. Mer.;Perc. Vlr. Arr. Mero.
E674ESP;PERARR;2;Perc. Valor Base Bem para Arrendamento Mercantil;Perc. Valor base del activo para arrendamiento comercial
E674ESP;PERARR;3;Percentual do valor base do bem para compra por arrendamento mercantil;Porcentaje del valor base del activo para compra mediante arrendamiento
E674ESP;PEREIC;1;Per. Est. Créd. ICMS;Por. Crédito estimado. ICMS
E674ESP;PEREIC;2;Período Estorno Crédito ICMS;Período de reversión del crédito ICMS
E674ESP;PEREIC;3;Número de meses no qual o bem receberá estornos de crédito (para crédito na gestão de tributos);Número de meses en los que el activo recibirá reversiones de crédito (para crédito en gestión tributaria)
E674ESP;PERRES;1;Perc. Vlr. Residual;Perc. Vlr. Residual
E674ESP;PERRES;2;Percentual do Valor Base do Bem para Residual;Porcentaje del Valor Base del Activo al Residual
E674ESP;PERRES;3;Percentual do valor base do bem para residual;Porcentaje del valor base del activo para el residual
E674ESP;RECCOF;1;Rec. COFINS;Rec. COFINS
E674ESP;RECCOF;2;Recupera COFINS;Recuperar COFINS
E674ESP;RECCOF;3;Indicador de recuperação de crédito do COFINS (Gestão de Tributos);Indicador de recuperación de crédito COFINS (Gestión Fiscal)
E674ESP;RECCSL;1;Rec. CSLL;Rec. CSLL
E674ESP;RECCSL;2;Recupera CSLL;Recuperar CSLL
E674ESP;RECCSL;3;Indicador de recuperação de crédito do CSLL (Gestão de Tributos);Indicador de recuperación de crédito CSLL (Gestión Fiscal)
E674ESP;RECPIS;1;Rec. PIS;Rec. PIS
E674ESP;RECPIS;2;Recupera PIS;Recupera PIS
E674ESP;RECPIS;3;Indicador de recuperação de crédito do PIS (Gestão de Tributos);Indicador de recuperación de crédito PIS (Gestión Fiscal)
E674ESP;REFREC;1;Ref. Inicial Rec.;Árbitro. Grabación en casa.
E674ESP;REFREC;2;Referência Inicial da Recuperação;Referencia de recuperación inicial
E674ESP;REFREC;3;Refêrencia para início da geração da base de recuperação de PIS, COFINS e CSLL;Referencia para iniciar la generación de la base de recuperación PIS, COFINS y CSLL
E674ESP;SITREG;1;Sit.;Sentarse.
E674ESP;SITREG;2;Situação;Situación
E674ESP;SITREG;3;Situação;Situación
E674ESP;TAXICU;1;Taxa Desv. Anual Custos;Tasa de desarrollo Costos anuales
E674ESP;TAXICU;2;Taxa Desvalorização Anual Custos;Costos de la tasa de devaluación anual
E674ESP;TAXICU;3;Taxa de desvalorização anual do bem para uso em Custos;Tasa de devaluación anual del activo para su uso en Costos
E674ESP;TAXIOF;1;Taxa Anual Desv. Ofic.;Desv. tasa anual Oficial.
E674ESP;TAXIOF;2;Taxa Anual Desvalorização Oficial;Tasa oficial de devaluación anual
E674ESP;TAXIOF;3;Taxa anual de desvalorização oficial;Tasa oficial de depreciación anual
E674ESP;TAXIOG;1;Taxa Anual Desv. Ger.;Desv. tasa anual Gen.
E674ESP;TAXIOG;2;Taxa Anual Desvalorização Gerencial;Tasa Anual de Devaluación de la Gestión
E674ESP;TAXIOG;3;Taxa anual de desvalorização gerencial;Tasa Anual de Devaluación Gerencial
E674ESP;TIPCLF;1;Tipo Classif.;Tipo Clasificación.
E674ESP;TIPCLF;2;Tipo Classificação;Clasificación de tipo
E674ESP;TIPCLF;3;Tipo classificação;Tipo de clasificación
E674ESP;TIPCON;1;Tipo Cta.;Escriba Cta.
E674ESP;TIPCON;2;Tipo Conta;Tipo de cuenta
E674ESP;TIPCON;3;Tipo de conta;Tipo de cuenta
E674ESP;TIPCRM;1;Tipo Corr. Mon.;Tipo Corr. Lun.
E674ESP;TIPCRM;2;Tipo Correção Monetária;Tipo de corrección monetaria
E674ESP;TIPCRM;3;Tipo de correção monetária;Tipo de corrección monetaria
E674ESP;TIPDES;1;Tipo Desvalorização;Tipo Devaluación
E674ESP;TIPDES;2;Tipo Desvalorização;Tipo Devaluación
E674ESP;TIPDES;3;Tipo de desvalorização;Tipo de devaluación
E674ESP;TIPESP;1;Tipo de espécie;tipo de especie
E674ESP;TIPESP;2;Tipo de espécie;Tipo de especie
E674ESP;TIPESP;3;Indica o tipo de espécie;Indica el tipo de especie.
E674ESP;TIPINC;1;Inc.;Cª
E674ESP;TIPINC;2;Incentivo;Incentivo
E674ESP;TIPINC;3;Códigos criados pelo usuário para utilização nas regras de cálculo dos incentivos;Códigos creados por el usuario para su uso en reglas de cálculo de incentivos
E674ESP;TIPOPE;1;Tipo Oper.;Tipo Operación.
E674ESP;TIPOPE;2;Tipo Operação;Tipo de operación
E674ESP;TIPOPE;3;Tipo da operação da conta no caso de somatório geral;Tipo de operación de cuenta en el caso de sumatoria general
E674ESP;UNIMED;1;Unid. Medida;Elementos. Medida
E674ESP;UNIMED;2;Unid. Medida;Elementos. Medida
E674ESP;UNIMED;3;Código da unidade de medida;Código de unidad de medida
E674ESP;UTIBEM;1;Ind. Utilização Bem;Ind. Buen uso
E674ESP;UTIBEM;2;Indicador da Utilização do Bem;Indicador de uso de activos
E674ESP;UTIBEM;3;Indicador da utilização do bem incorporado ao ativo imobilizado;Indicador del uso del activo incorporado al activo fijo
E674ESP;VIDTOT;1;Vida Útil U. Total;U. Vida útil total
E674ESP;VIDTOT;2;Vida Útil Unitário Total;Vida útil total de la unidad
E674ESP;VIDTOT;3;Vida útil unitário total do bem;Vida útil unitaria total del activo
E674ESP;VIDUTI;1;Vida Útil;Vida útil
E674ESP;VIDUTI;2;Vida Útil;Vida útil
E674ESP;VIDUTI;3;Vida útil a qual a entidade espera obter pela utilização do bem;Vida útil que la entidad espera obtener por el uso del activo
E674INV;CODEMP;1;Empresa;Empresa
E674INV;CODEMP;2;Empresa;Empresa
E674INV;CODEMP;3;Código da empresa;Codigo de compañia
E674INV;CODINV;1;Cód. Inv.;Código inv.
E674INV;CODINV;2;Código Investimento;Código de inversión
E674INV;CODINV;3;Código do investimento de aquisição do bem;Código de inversión de adquisición de activos
E674INV;DATVAL;1;Data Val. Ini.;Fecha de inicio.
E674INV;DATVAL;2;Data Validade Inicial;Fecha de validez inicial
E674INV;DATVAL;3;Data Validade Inicial;Fecha de validez inicial
E674INV;DESINV;1;Descr.;Descripción
E674INV;DESINV;2;Descrição;Descripción
E674INV;DESINV;3;Descrição do Investimento;Descripción de la inversión
E674LOR;APLLOC;1;Aplicação;Solicitud
E674LOR;APLLOC;2;Aplicação;Solicitud
E674LOR;APLLOC;3;Indica se o local será utilizado pelo Patrimônio, Manutenção ou Ambos;Indica si la ubicación se utilizará para activos, mantenimiento o ambos.
E674LOR;CODEMP;1;Empresa;Empresa
E674LOR;CODEMP;2;Empresa;Empresa
E674LOR;CODEMP;3;Código da empresa;Codigo de compañia
E674LOR;CODFIL;1;Filial;Subsidiaria
E674LOR;CODFIL;2;Filial;Subsidiaria
E674LOR;CODFIL;3;Código da filial;Código de sucursal
E674LOR;CODLOC;1;Cód. Local;Código local
E674LOR;CODLOC;2;Código do Local;Código de localización
E674LOR;CODLOC;3;Código do local;Código de localización
E674LOR;CODUSU;1;Resp.;Responder.
E674LOR;CODUSU;2;Responsável;Responsable
E674LOR;CODUSU;3;Código do usuário responsável pelo local;Código de usuario responsable de la ubicación
E674LOR;DESLOC;1;Descr. Local;Descripción Local
E674LOR;DESLOC;2;Descrição do Local;Descripción de la ubicación
E674LOR;DESLOC;3;Descrição do local;Descripción de la ubicación
E674LOR;INDEXP;1;Ind. Exp.;Exp. Ind.
E674LOR;INDEXP;2;Indicativo Exportação;Indicador de exportación
E674LOR;INDEXP;3;Indicativo se o registro foi alterado para exportar para o palm;Indicativo si se cambió el registro para exportar a la palma
E674LOR;NOMLOC;1;Nome Local;Nombre local
E674LOR;NOMLOC;2;Nome do Local;Nombre del lugar
E674LOR;NOMLOC;3;Nome do local;Nombre del lugar
E674LOR;PEREMP;1;Permite Empréstimo;Permite Préstamo
E674LOR;PEREMP;2;Permite Empréstimo;Permite Préstamo
E674LOR;PEREMP;3;Indicativo se permite empréstimo;Indicador si se permite el préstamo
E674LOR;SITLOR;1;Sit.;Sentarse.
E674LOR;SITLOR;2;Situação;Situación
E674LOR;SITLOR;3;Situação da localização;Estado de la ubicación
E674PEA;CODCCU;1;CC;CC
E674PEA;CODCCU;2;Centro Custos;Centro de costos
E674PEA;CODCCU;3;Código do centro de custos;Código del centro de costos
E674PEA;CODEMP;1;Empresa;Empresa
E674PEA;CODEMP;2;Empresa;Empresa
E674PEA;CODEMP;3;Código da empresa;Codigo de compañia
E674PEA;CODESP;1;Cód. Esp.;Código especial.
E674PEA;CODESP;2;Código Espécie;Código de especie
E674PEA;CODESP;3;Código da espécie do bem;Buen código de especies.
E674PEA;CTAFCR;1;Cta. Ctb. 4;Cta. CTB. 4
E674PEA;CTAFCR;2;Conta Contábil - 4;Cuenta contable - 4
E674PEA;CTAFCR;3;Conta contábil reduzida - 4;Cuenta contable reducida - 4
E674PEA;CTAFDV;1;Cta. Ctb. 3;Cta. CTB. 3
E674PEA;CTAFDV;2;Conta Contábil - 3;Cuenta contable - 3
E674PEA;CTAFDV;3;Conta contábil reduzida - 3;Cuenta contable reducida - 3
E674PEA;CTARCR;1;Cta. Ctb. 2;Cta. CTB. dos
E674PEA;CTARCR;2;Conta Contábil - 2;Cuenta contable - 2
E674PEA;CTARCR;3;Conta contábil reduzida - 2;Cuenta contable reducida - 2
E674PEA;CTARED;1;Cta. Ctb. 1;Cta. CTB. 1
E674PEA;CTARED;2;Conta Contábil - 1;Cuenta contable - 1
E674PEA;CTARED;3;Conta contábil reduzida - 1;Cuenta contable reducida - 1
E674PEA;CTATAD;1;Cta. Ctb. 5;Cta. CTB. 5
E674PEA;CTATAD;2;Conta Contábil - 5;Cuenta contable - 5
E674PEA;CTATAD;3;Conta contábil reduzida - 5;Cuenta contable reducida - 5
E674PEA;CTATCO;1;Cta. Ctb. 6;Cta. CTB. 6
E674PEA;CTATCO;2;Conta Contábil - 6;Cuenta contable - 6
E674PEA;CTATCO;3;Conta contábil reduzida - 6;Cuenta contable reducida - 6
E674PEA;CTATFI;1;Cta. Ctb. 7;Cta. CTB. 7
E674PEA;CTATFI;2;Conta Contábil - 7;Cuenta contable - 7
E674PEA;CTATFI;3;Conta contábil reduzida - 7;Cuenta contable reducida - 7
E674PEA;TIPACR;1;Tipo Acrésc.;Escriba Agregar.
E674PEA;TIPACR;2;Tipo Acréscimo;Tipo de adición
E674PEA;TIPACR;3;Tipo de Acréscimo;Tipo de adición
E674PEN;CODAGE;1;Agência;Agencia
E674PEN;CODAGE;2;Agência;Agencia
E674PEN;CODAGE;3;Código da agência do banco;código de sucursal bancaria
E674PEN;CODBAN;1;Banco;Banco
E674PEN;CODBAN;2;Banco;Banco
E674PEN;CODBAN;3;Código do banco na Febraban;Código bancario en Febraban
E674PEN;CODEMP;1;Empresa;Empresa
E674PEN;CODEMP;2;Empresa;Empresa
E674PEN;CODEMP;3;Código da empresa;Codigo de compañia
E674PEN;CODPEN;1;Cód. Penhor;Código de compromiso
E674PEN;CODPEN;2;Código Penhor;Código de compromiso
E674PEN;CODPEN;3;Código do Penhor;Código de compromiso
E674PEN;DATVAL;1;Data Val. Ini.;Fecha de inicio.
